post_title,post_image_url,snippet_summary,jump_link,jump_table
"AIIMS Admission 2024 – BSc Nursing Application Form, Online Apply",https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjQu9L2IalAcrGuysHQX5E_Neu9dtaurooKk-iKmORchMXoPsQxuA7h6EP-0Z6izV7lN1io_BHvngZMIKWYFDtqJK88ZxmyFk8WIRUWkCe6iz8EvR9wjVX8qrRs2h9joSD_jizg69PSvim3/s1600/sun.gif,"AIIMS Admission 2024 All India Institute of Medical Sciences, New Delh i has released the official admission notification for admission into B.Sc. (H) Nursing/ B.Sc. Nursing (Post-Basic)/ B.Sc. (Paramedical Courses) and M.Sc Nursing/ M.Sc courses/ M. Biotechnology  for...",https://www.assamcareer.com/2024/03/aiims-admission.html#more,"[{'jump_name': 'Category', 'jump_url': ''}, {'jump_name': 'General/ OBC- (NCL)', 'jump_url': ''}, {'jump_name': 'SC/ST/ EWS', 'jump_url': ''}, {'jump_name': 'PWBD', 'jump_url': ''}, {'jump_name': 'Mode of payment', 'jump_url': ''}]"
DHE Assam Student Unique ID – Online Registration & Correction Form,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjQu9L2IalAcrGuysHQX5E_Neu9dtaurooKk-iKmORchMXoPsQxuA7h6EP-0Z6izV7lN1io_BHvngZMIKWYFDtqJK88ZxmyFk8WIRUWkCe6iz8EvR9wjVX8qrRs2h9joSD_jizg69PSvim3/s1600/sun.gif,"  DHE Assam Student Unique ID &nbsp; Directorate of Higher Education (DHE), Assam  makes it mandatory to generate Unique ID  for all aspiring students seeking Online Admission  starting from the Academic Session 2020-2021. In this regard, DHE has released a notification...",https://www.assamcareer.com/2021/07/dhe-assam-student-unique-id.html#more,"[{'jump_name': 'Generate Unique ID', 'jump_url': 'http://dheonlineadmission.amtron.in/sp/#registration'}, {'jump_name': 'Official Notification', 'jump_url': 'https://directorateofhighereducation.assam.gov.in/sites/default/files/swf_utility_folder/departments/dhe_medhassu_in_oid_4/menu/document/notice.pdf'}, {'jump_name': 'Forgot Unique ID?', 'jump_url': 'http://dheonlineadmission.amtron.in/sp/'}, {'jump_name': 'Update / Correction Form', 'jump_url': 'http://dheonlineadmission.amtron.in/sp/login'}, {'jump_name': 'Official Website', 'jump_url': 'https://directorateofhighereducation.assam.gov.in/'}]"
NERIST Entrance Exam 2024 – NEE Online Application,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjQu9L2IalAcrGuysHQX5E_Neu9dtaurooKk-iKmORchMXoPsQxuA7h6EP-0Z6izV7lN1io_BHvngZMIKWYFDtqJK88ZxmyFk8WIRUWkCe6iz8EvR9wjVX8qrRs2h9joSD_jizg69PSvim3/s1600/sun.gif,"NERIST Entrance Exam 2024 North Eastern Regional Institute of Science and Technology (NERIST) , Nirjuli (Itanagar) has released the official notification of NERIST Entrance Examination (NEE)  for the academic session 2024 – 2025. Interested and eligible candidates may...",https://www.assamcareer.com/2021/02/nerist-entrance-exam.html#more,"[{'jump_name': 'Category', 'jump_url': ''}, {'jump_name': 'SC/ST/PH', 'jump_url': ''}, {'jump_name': 'UR/ OBC/ EWS', 'jump_url': ''}]"
AIMCMR Guwahati Admission 2023 – 2 Year Mass Communication Course,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjQu9L2IalAcrGuysHQX5E_Neu9dtaurooKk-iKmORchMXoPsQxuA7h6EP-0Z6izV7lN1io_BHvngZMIKWYFDtqJK88ZxmyFk8WIRUWkCe6iz8EvR9wjVX8qrRs2h9joSD_jizg69PSvim3/s1600/sun.gif,AIMCMR Guwahati Admission 2023 Assam Institute of Mass Communication and Media Research (AIMCMR) Guwahati  has released the official  admission notification 2023 for admission into 2 year M.A. in Mass Communication (MAMC) course . Interested and eligible candidates may...,https://www.assamcareer.com/2020/12/aimcmr-guwahati-admission.html#more,"[{'jump_name': 'Online Application Form', 'jump_url': 'http://aimcmr.in/apply.php'}, {'jump_name': 'Information Brouchre', 'jump_url': 'http://aimcmr.in/asset/Prospectus.pdf'}, {'jump_name': 'Official Website', 'jump_url': 'http://aimcmr.in'}]"
Assam NEET Merit List 2023 – Online MBBS/ BDS Counselling,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjQu9L2IalAcrGuysHQX5E_Neu9dtaurooKk-iKmORchMXoPsQxuA7h6EP-0Z6izV7lN1io_BHvngZMIKWYFDtqJK88ZxmyFk8WIRUWkCe6iz8EvR9wjVX8qrRs2h9joSD_jizg69PSvim3/s1600/sun.gif,"Assam NEET Merit List 2023 Directorate of Medical Education (DME), Assam  has today (1st July 2023) released the Assam NEET Merit List 2023  for the admission into various Govt. medical and dental colleges  for the academic session 2023-2024.&nbsp;&amp;nbs...",https://www.assamcareer.com/2020/11/assam-neet-merit-list.html#more,"[{'jump_name': 'Provisional Selection List (Round 1)', 'jump_url': 'https://dme.assam.gov.in/sites/default/files/swf_utility_folder/departments/dme_lipl_in_oid_8/latest/admission_notice_mbbs-bds_courses_after_1st_round_counselling_session_2023.pdf'}, {'jump_name': 'Online Choice Form', 'jump_url': 'https://smbform.in/PREF_UG_ASSAM_23/'}, {'jump_name': 'Online Registration Form', 'jump_url': 'https://smbform.in/DMEA_ASSAM_UG2023/'}, {'jump_name': 'Counselling Notification', 'jump_url': 'https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjd0m7SZdhQ8ONYqBDR-TOEcmBrPFmVmF8LJxqTQsl22PWks_zIdC7Z2iuTiM4lCJCHLFnb1deeEfyELoFgXJksVyHppGTult5DtkJzWK-ANFBTe0RY4T9FJQD2Yv1yZsDfYFSa0ZcROFyywMZYwuRi8ikMIBAlpJV9Q91u3wIlkzGtmSpz07_QAt6eBv4/s962/neet-counselling.png'}, {'jump_name': 'PWD Quota Counselling', 'jump_url': 'https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEiTd21WMz_fhaQMSRXd7G8XtsWVvNUKeJncOQJukX8m5zANWiYrKlSirjA7kbItne0X0FnB7VQT5z7Qyxfib85E1b6sebycOtMvRf5cX1rHLxN4XF6c4rjm17e5QvoUoz9HHt1PL6lopQDp9rF2nWQ2xg719sYLkXoyJW8W9B08WsYLTBKDtQzijru9SJA/s584/PWD%20Quota%20Counselling.png'}, {'jump_name': 'NRI Quota Counselling', 'jump_url': 'https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEhd25s9Tbh737YMWwGCb_alINRXDenlxs-WlEJyRlU2YjJTvQo9ncyacmJ7of6qHe7dI5DNcQXWo0LvniPt0PhQW4U1hmB4hMUoJea0JM-qqubpFM6yw1PDRduuWFGLhemcspOHBhcRKrleyWwziq9flc5OixhRjvJf9jkij6awuvFQ8reZjkFW9pBcQ0U/s625/NRI%20Quota%20Counselling.png'}, {'jump_name': 'Special Quota Form', 'jump_url': 'https://dme.assam.gov.in/sites/default/files/swf_utility_folder/departments/dme_lipl_in_oid_8/menu/document/neet-ug23-_special_quota_0.pdf'}, {'jump_name': 'Category Change/ Name Inclusion Form', 'jump_url': 'https://dme.assam.gov.in/sites/default/files/swf_utility_folder/departments/dme_lipl_in_oid_8/menu/document/educational_notice-mbbs-bds_session_2023_0.pdf'}, {'jump_name': 'NEETMerit List 2023', 'jump_url': 'https://dme.assam.gov.in/sites/default/files/swf_utility_folder/departments/dme_lipl_in_oid_8/menu/document/provisional_state_merit_list_of_neet-ug_2023.pdf'}, {'jump_name': 'Official Notification', 'jump_url': 'https://dme.assam.gov.in/sites/default/files/swf_utility_folder/departments/dme_lipl_in_oid_8/menu/document/educational_notice-mbbs-bds_session_2023_0.pdf'}, {'jump_name': 'Official Website', 'jump_url': 'https://dme.assam.gov.in/'}]"
VKNRL School of Nursing Admission 2023 – 3 Year GNM Course,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjQu9L2IalAcrGuysHQX5E_Neu9dtaurooKk-iKmORchMXoPsQxuA7h6EP-0Z6izV7lN1io_BHvngZMIKWYFDtqJK88ZxmyFk8WIRUWkCe6iz8EvR9wjVX8qrRs2h9joSD_jizg69PSvim3/s1600/sun.gif,"VKNRL School of Nursing Admission 2023 VKNRL School of Nursing, Numaligarh  is a joint venture project of Vivekananda Kendra and Numaligarh Refinery Limited (NRL) as a part of its Skill Development Initiatives for women under its Corporate Social Responsibility. VKNRLSON...",https://www.assamcareer.com/2021/10/vknrl-school-of-nursing-admission.html#more,"[{'jump_name': 'Online Application Form', 'jump_url': 'https://vknrlnursingadmission.in/student/register'}, {'jump_name': 'Admission Notification', 'jump_url': 'https://vknrlnursingadmission.in/public/notifications-23-24/Admission%20Notice%20GNM%20Session%202023-24.jpg'}, {'jump_name': 'Download Prospectus', 'jump_url': 'https://vknrlnursingadmission.in/public/notifications-23-24/5.%20Prospectus%20GNM%20session%20%202023-24.pdf'}, {'jump_name': 'Syllabus for Entrance Exam', 'jump_url': 'https://vknrlnursingadmission.in/public/notifications-23-24/4.%20Syllabus%20for%20Entrance%20Exam%202023.pdf'}, {'jump_name': 'Official Website', 'jump_url': 'https://vknrlnursingadmission.in/'}]"
VFA Training Course Admission – Check VFA PAT Result,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjQu9L2IalAcrGuysHQX5E_Neu9dtaurooKk-iKmORchMXoPsQxuA7h6EP-0Z6izV7lN1io_BHvngZMIKWYFDtqJK88ZxmyFk8WIRUWkCe6iz8EvR9wjVX8qrRs2h9joSD_jizg69PSvim3/s1600/sun.gif,VFA PAT Result 2023 The Personality Assessment Test (PAT) for selection of candidates for 1(One) year Elementary Knowledge on Animal Husbandry &amp; Veterinary Science Course (VFA Training Course in short) for the Session 2022-23 was held on 20/01/2023. The candidates...,https://www.assamcareer.com/2021/01/assam-vfa-training-course-admission.html#more,"[{'jump_name': 'Check VFA PAT Result', 'jump_url': 'http://animalhusbandryvfa.in/pdf/result_2022_23.pdf'}, {'jump_name': 'Official Website', 'jump_url': 'https://animalhusbandry.assam.gov.in/'}]"
"OIL India Nursing Admission 2023 – GNM Nursing Admission, Online Apply",https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjQu9L2IalAcrGuysHQX5E_Neu9dtaurooKk-iKmORchMXoPsQxuA7h6EP-0Z6izV7lN1io_BHvngZMIKWYFDtqJK88ZxmyFk8WIRUWkCe6iz8EvR9wjVX8qrRs2h9joSD_jizg69PSvim3/s1600/sun.gif,"OIL India Nursing Admission 2023 &nbsp; Oil India Limited  has released the official OIL India Nursing Admission 2023 notification for admission into 3 year General Nursing and Midwifery Course  in the School of Nursing, Oil India Hospital Duliajan for the session 2023-2024...",https://www.assamcareer.com/2020/10/oil-india-nursing-admission.html#more,"[{'jump_name': 'Online Application Form', 'jump_url': 'https://formonline.net/Oil_India_Limited_Gnm_2023_2024/'}, {'jump_name': 'Official Notification', 'jump_url': 'https://formonline.net/Oil_India_Limited_Gnm_2023_2024/Pdf/Adv.pdf'}, {'jump_name': 'Information Brochure', 'jump_url': 'https://formonline.net/Oil_India_Limited_Gnm_2023_2024/Pdf/ib.pdf'}, {'jump_name': 'Official Website', 'jump_url': 'http://www.dugnm.in/'}]"
Bodoland University B.Ed Admission 2023 – BUCET Application Form ,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjQu9L2IalAcrGuysHQX5E_Neu9dtaurooKk-iKmORchMXoPsQxuA7h6EP-0Z6izV7lN1io_BHvngZMIKWYFDtqJK88ZxmyFk8WIRUWkCe6iz8EvR9wjVX8qrRs2h9joSD_jizg69PSvim3/s1600/sun.gif,"Bodoland University B.Ed Admission 2023 Bodoland University  has released the official notification of Bodoland University Common Entrance Test (BUCET) 2023  for admission in to Bodoland University B.Ed. Course, 2023-2024 session. All the interested and eligible candidates...",https://www.assamcareer.com/2023/06/bodoland-university-b-ed-admission.html#more,"[{'jump_name': 'Online Application Form', 'jump_url': 'https://bodolanduniversity.qwertcorp.in/?at=385ae975e68edfcca6ebdaa8abf56db9df15211e&req=RSJ9RDIzYjQ6NToyeDIybTcgNS0ycjA2QTMtRDAybCIySCI6dW1wZ3RhYmVzYWltcCJ0QiIsRGluMG9nWiJsdiI6UmdlaHBhdiwibmUiWGFnRyJwRyI6UXBlZHR5VXsi'}, {'jump_name': 'Official Notification', 'jump_url': 'https://buniv.edu.in/images/content/1687758937INFORMATION%20BROCHURE%20-%202023.pdf'}, {'jump_name': 'Official Website', 'jump_url': 'https://buniv.edu.in'}]"
"GPAT 2024 – Graduate Pharmacy Aptitude Test, Online Apply",https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjv9m4xf_hpiuHe_ntWpXAKk7lAmiL6IOISWGKNaKuIJnxilZyiTtqzv18Hgunl6ECNUKn_L_UVCv1XnlT_knvrApjq1iyCDTecT7dPYMw7i0da_fSCn1usd7aYZkq3kqLJ3ZaAN7yh6Hw/w360-h190-p-k-no-nu/CMAT-2020.png,"    The GPAT 2020  will be conduct by National Testing Agency (NTA)  on the same pattern as per the Year 2019 i.e., Computer Based Test on January 28, 2020  from 02.30 p.m. to 05.30 p.m. for admission to M. pharma or its equivalent courses across the country.&nbsp;   The...",,[]
NPTI Guwahati Admission Notice 2019 – 26 Weeks’ PDC–T&D Course [60 seats],https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjQu9L2IalAcrGuysHQX5E_Neu9dtaurooKk-iKmORchMXoPsQxuA7h6EP-0Z6izV7lN1io_BHvngZMIKWYFDtqJK88ZxmyFk8WIRUWkCe6iz8EvR9wjVX8qrRs2h9joSD_jizg69PSvim3/s1600/sun.gif,"   NPTI Guwahati Admission 2019  &nbsp; National Power Training Institute , (Ministry of Power, Govt. of India), North Eastern Region, Guwahati, Dakshingaon Road, Kahilipara, Guwahati  – 781019, Assam invites applications from eligible candidates for 26 Weeks’ Post Diploma...",,[]
Directorate of Fisheries Admission – 12 months Fishery Demonstrator Training Course,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjQu9L2IalAcrGuysHQX5E_Neu9dtaurooKk-iKmORchMXoPsQxuA7h6EP-0Z6izV7lN1io_BHvngZMIKWYFDtqJK88ZxmyFk8WIRUWkCe6iz8EvR9wjVX8qrRs2h9joSD_jizg69PSvim3/s1600/sun.gif,"    Applications are invited from the intending candidates who are citizen of India for undergoing 12 months Fishery Demonstrator Training Course  under Directorate of Fisheries, Assam, Guwahati&nbsp; additionally conducted by the Fishery Department for the session 2018-19....",,[]
CUET UG 2025 Notification – Submit Online Application,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjjPsxPyks3QioW5062UYklwhUAOedaWjpPJ3YwrINeB4GdTVXq1tYsL8ncYqWloD-BTbNYPyd3WhaZbaIluql7LDlLzoCd7CCbKSZU30UElPFK9JZOGQHyS1EbwHkey9g59jgonvPgnG41Cp1Ct9WVHHibVkyX2yYn5YIUnghISzvvIUSoeE7njfpP/w360-h190-p-k-no-nu/cuet-2023.jpg,"CUET UG 2025 The Common University Entrance Test [CUET (UG) - 2025] is an all-India test conducted by National Testing Agency (NTA) for  admission to various Undergraduate Programmes  in Central Universities under Ministry of Education, and other participating Universities...",https://www.assamcareer.com/2023/01/cuet-ug.html#more,"[{'jump_name': 'Category', 'jump_url': ''}, {'jump_name': 'General', 'jump_url': ''}, {'jump_name': 'OBC- (NCL) / EWS', 'jump_url': ''}, {'jump_name': 'SC/ST/PwBD/ Third gender', 'jump_url': ''}, {'jump_name': 'Centres outside India', 'jump_url': ''}]"
"NCET 2025 – National Common Entrance Test, Online Apply",https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjQu9L2IalAcrGuysHQX5E_Neu9dtaurooKk-iKmORchMXoPsQxuA7h6EP-0Z6izV7lN1io_BHvngZMIKWYFDtqJK88ZxmyFk8WIRUWkCe6iz8EvR9wjVX8qrRs2h9joSD_jizg69PSvim3/s1600/sun.gif,NCET 2025 National Testing Agency (NTA)  has released the official notification of National Common Entrance Test [NCET] 2025 . This year NCET 2025 will be conducted on 29th April 2025 (Tuesday). This article will guide all aspirants to know all details of NCET.&nbsp; ...,https://www.assamcareer.com/2022/04/ncet.html#more,"[{'jump_name': 'Category', 'jump_url': ''}, {'jump_name': 'General (UR)', 'jump_url': ''}, {'jump_name': 'OBC)- (NCL)/ EWS', 'jump_url': ''}, {'jump_name': 'SC/ST/PwBD/ Third gender', 'jump_url': ''}]"
AAU ODL Admission 2025 – Submit Online Application (February 2025),https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjQu9L2IalAcrGuysHQX5E_Neu9dtaurooKk-iKmORchMXoPsQxuA7h6EP-0Z6izV7lN1io_BHvngZMIKWYFDtqJK88ZxmyFk8WIRUWkCe6iz8EvR9wjVX8qrRs2h9joSD_jizg69PSvim3/s1600/sun.gif,"AAU ODL Admission 2025  Directorate of Open &amp; Distance Learning, Assam Agricultural University (AAU-ODL)  has released the official admission notification for various short-term training and certificate courses  to be started from March 2025 . Interested and eligible...",https://www.assamcareer.com/2023/08/aau-odl-admission.html#more,"[{'jump_name': 'Sl No.', 'jump_url': ''}, {'jump_name': '1', 'jump_url': ''}, {'jump_name': '2', 'jump_url': ''}]"
NEET Application Form 2025 – National Eligibility cum Entrance Test (UG),https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjQu9L2IalAcrGuysHQX5E_Neu9dtaurooKk-iKmORchMXoPsQxuA7h6EP-0Z6izV7lN1io_BHvngZMIKWYFDtqJK88ZxmyFk8WIRUWkCe6iz8EvR9wjVX8qrRs2h9joSD_jizg69PSvim3/s1600/sun.gif,NEET Application Form 2025 The National Eligibility cum Entrance Test (NEET)  is the entrance test for admission into various undergraduate medical courses in all medical institutions of India. The National Testing Agency (NTA)  usually conducts NEET-UG Exam once in a...,https://www.assamcareer.com/2021/07/neet-application.html#more,"[{'jump_name': 'Category', 'jump_url': ''}, {'jump_name': 'General', 'jump_url': ''}, {'jump_name': 'General-EWS/ OBC-NCL', 'jump_url': ''}, {'jump_name': 'SC/ST/PwBD/Third Gender', 'jump_url': ''}]"
CMAT 2025 – Common Management Admission Test Admit Card Download,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjQu9L2IalAcrGuysHQX5E_Neu9dtaurooKk-iKmORchMXoPsQxuA7h6EP-0Z6izV7lN1io_BHvngZMIKWYFDtqJK88ZxmyFk8WIRUWkCe6iz8EvR9wjVX8qrRs2h9joSD_jizg69PSvim3/s1600/sun.gif,"CMAT 2025 National Testing Agency (NTA) has released the official notification of Common Management Admission Test - 2025 . This year CMAT 2025 will be conducted on 25th January, 2025. This article helps all aspirants to know all details of CMAT.&nbsp; &amp;nbs...",https://www.assamcareer.com/2019/10/cmat.html#more,"[{'jump_name': 'Category', 'jump_url': ''}, {'jump_name': 'General', 'jump_url': ''}, {'jump_name': 'Gen-EWS/ SC/ST/PwD /OBC-(NCL)', 'jump_url': ''}, {'jump_name': 'Third gender', 'jump_url': ''}]"
Sainik School Admission 2025 – Online Apply for AISSEE 2025,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjQu9L2IalAcrGuysHQX5E_Neu9dtaurooKk-iKmORchMXoPsQxuA7h6EP-0Z6izV7lN1io_BHvngZMIKWYFDtqJK88ZxmyFk8WIRUWkCe6iz8EvR9wjVX8qrRs2h9joSD_jizg69PSvim3/s1600/sun.gif,"Sainik School Admission 2025 The National Testing Agency (NTA)  has released  official notification  of All India Sainik Schools Entrance Examination (AISSEE) 2025 for the admission into to Class VI and  Class IX in 33 Sainik Schools across the country, for the academic...",https://www.assamcareer.com/2020/10/sainik-school-admission.html#more,"[{'jump_name': 'Category', 'jump_url': ''}, {'jump_name': 'SC/ ST', 'jump_url': ''}, {'jump_name': 'Others', 'jump_url': ''}]"
GATE Online Form 2025 – Graduate Aptitude Test in Engineering,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjQu9L2IalAcrGuysHQX5E_Neu9dtaurooKk-iKmORchMXoPsQxuA7h6EP-0Z6izV7lN1io_BHvngZMIKWYFDtqJK88ZxmyFk8WIRUWkCe6iz8EvR9wjVX8qrRs2h9joSD_jizg69PSvim3/s1600/sun.gif,"  GATE Notification 2025  &nbsp; Indian Institute of Technology (IIT), Roorkee  has released the official notification for the Graduate Aptitude Test in Engineering (GATE) 2025 . GATE 2025 will be conducted for 30 subjects  (also referred to as “papers”) and it would be...",https://www.assamcareer.com/2020/11/gate.html#more,"[{'jump_name': 'Category/ paper', 'jump_url': ''}, {'jump_name': 'Female/SC/ST/PwD', 'jump_url': ''}, {'jump_name': 'Others', 'jump_url': ''}]"
CUET (PG) Notification 2025 – Submit Online Application,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjQu9L2IalAcrGuysHQX5E_Neu9dtaurooKk-iKmORchMXoPsQxuA7h6EP-0Z6izV7lN1io_BHvngZMIKWYFDtqJK88ZxmyFk8WIRUWkCe6iz8EvR9wjVX8qrRs2h9joSD_jizg69PSvim3/s1600/sun.gif,CUET PG 2025 Common University Entrance Test (CUET) Post Graduate (PG) 2025  is an all India level competitive examination for admission into Postgraduate Programmes  in Central and other participating Universities / Institutions / Organizations / Autonomous Colleges....,https://www.assamcareer.com/2024/01/cuet-pg.html#more,"[{'jump_name': 'Online Application Form', 'jump_url': 'https://cuetpg.ntaonline.in/'}, {'jump_name': 'Participating Universities', 'jump_url': 'https://cuetpg-university2025.ntaonline.in/'}, {'jump_name': 'CUET Syllabus', 'jump_url': 'https://exams.nta.ac.in/CUET-PG/syllabus.html'}, {'jump_name': 'Information Brochure', 'jump_url': 'https://exams.nta.ac.in/CUET-PG/images/ib-of-cuet-pg-2025.pdf'}, {'jump_name': 'Official Notification', 'jump_url': 'https://exams.nta.ac.in/CUET-PG/images/public-notice-regarding-registration-of-cuet-pg-2025.pdf'}, {'jump_name': 'Official Website', 'jump_url': 'https://cdnasb.samarth.ac.in/site-admin23/pn/IBCUETUG2023.pdf'}]"
CSIR UGC NET Notification December 2024 – Submit Online Application,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjQu9L2IalAcrGuysHQX5E_Neu9dtaurooKk-iKmORchMXoPsQxuA7h6EP-0Z6izV7lN1io_BHvngZMIKWYFDtqJK88ZxmyFk8WIRUWkCe6iz8EvR9wjVX8qrRs2h9joSD_jizg69PSvim3/s1600/sun.gif,"CSIR UGC NET Exam 2024 Council of Scientific &amp; Industrial Research (CSIR) has released the official notification of Joint CSIR-UGC NET Examination December 2024 . On behalf of CSIR, the National Testing Agency (NTA)  will conduct Joint CSIR-UGC NET Exam. Interested...",https://www.assamcareer.com/2021/12/csir-ugc-net.html#more,"[{'jump_name': 'Category', 'jump_url': ''}, {'jump_name': 'General', 'jump_url': ''}, {'jump_name': 'General-EWS/OBC(NCL)', 'jump_url': ''}, {'jump_name': 'SC/ST', 'jump_url': ''}, {'jump_name': 'Third gender', 'jump_url': ''}, {'jump_name': 'PWD', 'jump_url': ''}]"
ARGUCOM Sivasagar Admission 2021 – Know All Details Here,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjyFhyphenhyphenrVvhibB0t8hi8uB0ZDo79MyB-bjM2hpqIvAIE3Re45hwdHUuQwiGE21nJeJrAkuRhEEJsqHlVW4897ckg_2dtavTEpiAdU6DPaldPcierRwR5rzn0tLJiEWJS4Gb0sim4IhgzUq0/w360-h190-p-k-no-nu/argucom-sivasagar-admission.jpg,"ARGUCOM Sivasagar Admission  Assam Rajiv Gandhi University of Co-operative Management, ARGUCOM, Sivasagar  has released the official notification 2021  for  admission  into various PG and Law courses. In this article, you will know about ARGUCOM Sivasagar Admission...",https://www.assamcareer.com/2021/07/argucom-sivasagar-admission.html#more,"[{'jump_name': '1', 'jump_url': ''}, {'jump_name': '2', 'jump_url': ''}, {'jump_name': '3', 'jump_url': ''}, {'jump_name': '4', 'jump_url': ''}, {'jump_name': '5', 'jump_url': ''}]"
Tezpur University MBA (Executive) Programme 2021,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjQu9L2IalAcrGuysHQX5E_Neu9dtaurooKk-iKmORchMXoPsQxuA7h6EP-0Z6izV7lN1io_BHvngZMIKWYFDtqJK88ZxmyFk8WIRUWkCe6iz8EvR9wjVX8qrRs2h9joSD_jizg69PSvim3/s1600/sun.gif,Tezpur University MBA (Executive) Programme 2021 Tezpur University  has released the official notification for admission in to its MBA (Executive) Programme  for the session 2021-22. Eligible professionals may apply online for this three semester programme that will be...,,[]
Kendriya Vidyalaya Admission 2021 - KV Admission for Class I & II to XI,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjQu9L2IalAcrGuysHQX5E_Neu9dtaurooKk-iKmORchMXoPsQxuA7h6EP-0Z6izV7lN1io_BHvngZMIKWYFDtqJK88ZxmyFk8WIRUWkCe6iz8EvR9wjVX8qrRs2h9joSD_jizg69PSvim3/s1600/sun.gif,Kendriya Vidyalaya Admission 2021 Kendriya Vidyalaya Sangathan  has released the official notification of Kendriya Vidyalaya Admission Process  for Academic Session 2021-22 . Interested and eligible students may submit application for admission  into Kendriya Vidyalaya...,https://www.assamcareer.com/2021/04/kendriya-vidyalaya-admission.html#more,[]
MSSV Nagaon Admission 2020 – Online Application for UG and PG Courses,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjQu9L2IalAcrGuysHQX5E_Neu9dtaurooKk-iKmORchMXoPsQxuA7h6EP-0Z6izV7lN1io_BHvngZMIKWYFDtqJK88ZxmyFk8WIRUWkCe6iz8EvR9wjVX8qrRs2h9joSD_jizg69PSvim3/s1600/sun.gif,"MSSV Nagaon Admission 2020 Mahapurusha Srimanta Sankaradeva Viswavidyalaya (MSSV), Nagaon  has released the official admission notification for various Under Graduate and Post Graduate Programmes  for the session 2020-21. In this article, we will discuss about the various...",,[]
Meghalaya D.El.Ed Admission 2020 – Download Admit Card,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjQu9L2IalAcrGuysHQX5E_Neu9dtaurooKk-iKmORchMXoPsQxuA7h6EP-0Z6izV7lN1io_BHvngZMIKWYFDtqJK88ZxmyFk8WIRUWkCe6iz8EvR9wjVX8qrRs2h9joSD_jizg69PSvim3/s1600/sun.gif,"Directorate of Educational Research and Training, Meghalaya  has released official notification for Meghalaya D.El.Ed Admission 2020 . In this article, you will know about Meghalaya D.El.Ed admission process, qualification, selection process, application form, admit...",,[]
"RGIPT Sivasagar Admission 2020 – Check Eligibility Criteria, Application Form & Important Dates",https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjQu9L2IalAcrGuysHQX5E_Neu9dtaurooKk-iKmORchMXoPsQxuA7h6EP-0Z6izV7lN1io_BHvngZMIKWYFDtqJK88ZxmyFk8WIRUWkCe6iz8EvR9wjVX8qrRs2h9joSD_jizg69PSvim3/s1600/sun.gif,"Rajiv Gandhi Institute of Petroleum Technology (RGIPT)  Sivasagar has released RGIPT Admission notification 2020  . In this article, you will know about  RGIPT Sivasagar Admission Procedure, Admission Fee, Courses offered, Application Form  and other important details....",,[]
Sericulture Assam Admission 2020 – One Year Certificate Course,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjQu9L2IalAcrGuysHQX5E_Neu9dtaurooKk-iKmORchMXoPsQxuA7h6EP-0Z6izV7lN1io_BHvngZMIKWYFDtqJK88ZxmyFk8WIRUWkCe6iz8EvR9wjVX8qrRs2h9joSD_jizg69PSvim3/s1600/sun.gif,"Sericulture Assam Admission 2020 Sericulture Department, Assam  has released the admission notification  for the One Year Certificate Course Training  in the Sericulture Training Institute, Assam, Titabor  for the session 2020-2021. Interested candidates may apply here...",https://www.assamcareer.com/2020/09/sericulture-assam-admission.html#more,[]
